,ite_item_title,item_pair,score_similarida
6082,tênis renew fusion,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
6083,tenis masculino preto original polo original promoção d pais,tenis polo ralph lauren modelo cantor low branco masculino,0.375
6084,tênis masculino kit 2 pares esportivo academia running,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
6085,tênis casual moleca lycra nude 5612,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
6086,tenis infantil molekinho casual kids menino original,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
6087,tênis destroyer goyazes atlanta/café 201001,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
6088,bicicleta monark monareta aro 20,bicicleta caloi andes aro 26 21v,0.4
6089,tênis infantil masculino energy respitec 037-0037 kidy,tenis polo ralph lauren modelo cantor low branco masculino,0.25
6090, sapatênis masculino casual de couro + palmilha confort,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
6091,tenis feminino chunky elastico lançamento envio imediato,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
6092,tênis feminino olympikus veloz,tenis polo ralph lauren modelo cantor low branco masculino,0.25
6093,caloi cross color free,bicicleta caloi andes aro 26 21v,0.25
6094,kit 3 pares tênis e sapatenis casual masculino confortável ,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
6095,kit sapatilha de mtb bike original top com par de luvas ,tenis moleca moving 5632100 tratorado preto original oferta ,0.09090909090909091
6096,tênis infantil  masculino kidy play resp-tech,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
6097,tênis skate skatista couro legitimo k.s boots® promoção ,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
6098,tênis masculino academia dia a dia  rekoba evok novidade!!!,tenis polo ralph lauren modelo cantor low branco masculino,0.25
6099,sapatilha mtb spiuk rocca branco,tenis polo ralph lauren modelo cantor low branco masculino,0.2
6100,tenis masculino sapatenis couro ranster ,tenis polo ralph lauren modelo cantor low branco masculino,0.4
6101,bicicleta infantil princesinha aro 12 styll,tenis feminino infantil molekinha tie dye,0.16666666666666666
6102,sapato de lhama menina zoe lançamento lindíssimo confortável,tenis feminino caminhada masculino esporte confortavel leve,0.125
6103,tênis feminino plataforma  blizza,tenis polo ralph lauren modelo cantor low branco masculino,0.25
6104,bicicleta rava pressure 20v quadro 17,bicicleta caloi andes aro 26 21v,0.16666666666666666
6105,sapatênis masculino tommy match point,tenis polo ralph lauren modelo cantor low branco masculino,0.2
6106,tenis feminino casual retrô urbano conforto newbalance gw500,tenis polo ralph lauren modelo cantor low branco masculino,0.125
6107,tenis masculino original mustang esportivo + chinelo dedo  ,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
6108,tenis branco cadarço elastico tenis bege macio de menina ,tenis polo ralph lauren modelo cantor low branco masculino,0.2222222222222222
6109,promoção sapatilha feminina ,sapatenis polo plus original tenis slip on + cinto promocao,0.3333333333333333
6110,tênis feminino amortecedor ortopédico joanete usaflex 0607,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
6111,tenis hocks trip,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
6112,bicicleta aro 29 gt sprint mx1 preto azul e amarelo,tenis feminino leve barato ganhe 1 colchonete p/ treino azul,0.1111111111111111
6113,tenis lebron soldier,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
6114,tênis freeday select roots preto e branco original,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
6115,tenis infantil masculino b menino atacado excelente,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
6116,sapatenis ferracini masc 2374a marinho,sapatenis casual masculino estiloso 24horas conforto qualida,0.2
6117,tenis burbeery xadrez fem e masc grife top t.wanderson,tenis polo ralph lauren modelo cantor low branco masculino,0.125
6118,sapato usthemp legend temático - nico,tenis usthemp pepper tematico - srd/ vira-lata 2,0.4
6119,chuteira futsal infantil umbro seminova tam.30,tenis feminino infantil molekinha tie dye,0.14285714285714285
6120,tênis hibrido pesca sapatilha praia esporte aquático trilha ,tenis polo ralph lauren modelo cantor low branco masculino,0.125
6121,sapatênis infantil flex kidy - 1170213,tenis feminino infantil molekinha tie dye,0.2
6122,tênis masculino olympikus 582/up,tenis polo ralph lauren modelo cantor low branco masculino,0.4
6123,tênis led infantil luzinha feminino luzes cores personagem,tenis polo ralph lauren modelo cantor low branco masculino,0.125
6124,tênis para caminhada flex cinza 3 esportivo pronta entrega,tenis polo ralph lauren modelo cantor low branco masculino,0.125
6125,bicicleta aro 26 freeride dropp 21v freio disco c/suspensão,bicicleta caloi andes aro 26 21v,0.4444444444444444
6126,tênis feminino azaleia flat form casual promoção original,tenis polo ralph lauren modelo cantor low branco masculino,0.125
6127,tênis usthemp one vegano casual estampa cupcake,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
6128,tenis mizuno wave prophecy 7 camaleão,tenis polo ralph lauren modelo cantor low branco masculino,0.2
6129,tênis fila euro jogger sport ss branco casual lançamento,tenis polo ralph lauren modelo cantor low branco masculino,0.2222222222222222
6130,tênis casual modare ultraconforto,tenis polo ralph lauren modelo cantor low branco masculino,0.25
6131,tênis calu feminino casual cadarço sola listrada leve oferta,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
6132,tênis 33 ao 44 feminino laço varias cores tamanho especial,tenis polo ralph lauren modelo cantor low branco masculino,0.1
6133,chinelo dg preto/branco flex topissimo,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
6134,tênis infantil feminino e masculino plugt foguete com led,tenis polo ralph lauren modelo cantor low branco masculino,0.25
6135,"televisão led toshiba 32' semi nova-nao é smart r$ 750,00",smart tv led 43 full hd aoc com wi-fi hdmi usb 43s5195/78g,0.2
6136,tênis infantil bibi energy masculino azul marinho - 1107083,tenis polo ralph lauren modelo cantor low branco masculino,0.25
6137,tênis feminino casual vizzano slip on flatform,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
6138,tênis puma smash v2 - preto,tenis polo ralph lauren modelo cantor low branco masculino,0.2
6139,tênis olympikus oasis 868,tenis polo ralph lauren modelo cantor low branco masculino,0.25
6140,sapatênis masculino west coast 203403 azul,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
6141,2 pares do calçado shox 4 molas nz masculino promoção top,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
6142,tênis addan rosa e verde c/ nf lucaisane tênis,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
6143,bicicleta aro29 q15 fr disco mecânico 24v z4-x preto dropp,bicicleta caloi andes aro 26 21v,0.1
6144,bicicleta aro 20 branca kit aero pink completa cfa3f,bicicleta caloi andes aro 26 21v,0.2222222222222222
6145,tênis olympikus attract - azul marinho ,tenis polo ralph lauren modelo cantor low branco masculino,0.2
6146,sapato feminino tods novo marrom n.36,tenis feminino leve barato ganhe 1 colchonete p/ treino azul,0.16666666666666666
6147,tênis feminino infantil molekinha oferta 2544.102,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
6148,tenis olympikus saga feminino lançamento liquidação,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
6149,tênis bubu black,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
6150,tênis sneaker new joint freeday - lançamento original,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
6151,tênis esportivo olympikus feminino anyway azul marinho,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
6152,tênis infantil puma flex essential v - coral,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
6153,tênis original feminino preto com rosa ,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
6154,tênis led rodinha infantil feminino e masculino lançamento,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
6155,tênis esportivo infantil masc olympikus maneiro kids 942,tenis polo ralph lauren modelo cantor low branco masculino,0.125
6156,tenis santa lolla slip on preto brilho - 01ac.0e34,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
6157,tênis slip on vizzano matelassê,tenis polo ralph lauren modelo cantor low branco masculino,0.2
6158,tenis esportivo masculino e feminino fila racer motion,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
6159,tênis feminino masculino academia novo caminhada esportivo,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
6160,tenis cc1476 basket coca preto coca-cola shoes 18971,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
6161,balança digital multilaser hc024 180 kg eastmart preta,tenis esportivo masculino 550 preto com sola  preta,0.125
6162,tênis infantil menino molekinho 2801122 preto branco,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
6163,sapatênis tênis masculino gelo casual com cadarço dubuy,tenis polo ralph lauren modelo cantor low branco masculino,0.25
6164,actvitta tênis casual 4202318,tenis polo ralph lauren modelo cantor low branco masculino,0.25
6165,tênis casal irrespirável,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
6166,tênis oakley raridade pouco uso vermelho 46,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
6167,sapatenistenis masculino polo plus sport original jogging ,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
6168,tênis redley / estampa floral,tenis polo ralph lauren modelo cantor low branco masculino,0.25
6169,tênis masculino olympikus cristal marinho original c/nf,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
6170,tênis under armour charged skyline 2 feminino envio imediato,tenis polo ralph lauren modelo cantor low branco masculino,0.125
6171,tênis puma masculino hybrid  nx ozone preto,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
6172,tênis botinha fitness feminina exclusiva academia ref 700,tenis polo ralph lauren modelo cantor low branco masculino,0.125
6173,tenis asics gel-kayano trainer knit sanat sports,tenis polo ralph lauren modelo cantor low branco masculino,0.125
6174,tenis feminino petite jolie space,tenis polo ralph lauren modelo cantor low branco masculino,0.2
6175,sapatilha bike mtb one high one preto,tenis moleca moving 5632100 tratorado preto original oferta ,0.14285714285714285
6176,tênis puma mercedes mapm r-cat preto,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
6177,bicicleta bike absolute nero vermelho - aro 29' 19  27v,bicicleta caloi andes aro 26 21v,0.2222222222222222
6178,baike chimano aro 29 ,bicicleta caloi andes aro 26 21v,0.25
6179,tênis esportivo masculino adidas galaxy  fw5705 azul marinho,tenis polo ralph lauren modelo cantor low branco masculino,0.25
6180,tênis masculino olympikus index 767 azul/preto,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
6181,tênis usthemp glam temático - spitz alemo 2,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
6182,sapatilha grool ciclista cool preto/ciano mountain bike,tenis moleca moving 5632100 tratorado preto original oferta ,0.125
6183,tênis fila men footwear top spin 2.0 masculino esportivo ,tenis polo ralph lauren modelo cantor low branco masculino,0.25
6184,tenis six street casual academia e relogio digital,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
6185,tenis dunk high black white,tenis polo ralph lauren modelo cantor low branco masculino,0.2
6186,tênis adidas feminino corrida fitness meia + nota fiscal,tenis polo ralph lauren modelo cantor low branco masculino,0.125
6187,tênis infantil masculino com luzinhas de led,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
6188,tênis casual infantil menina moda pink cats ,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
6189,tênis plataforma bebece,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
6190,tênis plataforma feminino life rock branco,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
